onset	duration	trial_type	food_name	frequency	healthy	wtp
8.1	4.86	upf	Frosted Mini Wheats1.jpg	-187.5	-67.32	-1.27
12.96	4.78	auction	Frosted Mini Wheats1.jpg	n/a	n/a	n/a
25.56	4.89	non-upf	Bananas and Craisins1.jpg	62.5	148.68	0.75
30.44	6.02	auction	Bananas and Craisins1.jpg	n/a	n/a	n/a
46.04	4.91	non-upf	Mozzarella Cheese Sticks1.jpg	562.5	383.68	0.28
50.94	5.78	auction	Mozzarella Cheese Sticks1.jpg	n/a	n/a	n/a
60.84	4.92	upf	Deli Turkey and Mashed Potatoes1.jpg	62.5	141.68	-1.13
65.76	5.22	auction	Deli Turkey and Mashed Potatoes1.jpg	n/a	n/a	n/a
80.71	4.92	upf	Hot Pocket1.jpg	62.5	-302.32	0.97
85.63	5.23	auction	Hot Pocket1.jpg	n/a	n/a	n/a
94.91	4.92	non-upf	Baked Sweet Potato1.jpg	62.5	295.68	0.83
99.83	3.97	auction	Baked Sweet Potato1.jpg	n/a	n/a	n/a
109.98	4.91	non-upf	Buttered Pasta1.jpg	-187.5	-146.32	-2.12
114.89	9.14	auction	Buttered Pasta1.jpg	n/a	n/a	n/a
127.32	4.92	upf	Peanut Butter and Jelly Sandwich1.jpg	62.5	-206.32	-1.41
132.24	4.3	auction	Peanut Butter and Jelly Sandwich1.jpg	n/a	n/a	n/a
140.41	4.91	upf	Hot Dog1.jpg	62.5	-131.32	2.07
145.33	11.45	auction	Hot Dog1.jpg	n/a	n/a	n/a
160.99	4.92	non-upf	Fried Egg, Hashbrowns, and Avocado1.jpg	62.5	220.68	-0.06
165.91	10.52	auction	Fried Egg, Hashbrowns, and Avocado1.jpg	n/a	n/a	n/a
180.17	4.92	non-upf	Pepper Jack Cheese1.jpg	62.5	128.68	0.18
185.09	9.24	auction	Pepper Jack Cheese1.jpg	n/a	n/a	n/a
198.57	4.92	upf	Pop-Tarts1.jpg	-187.5	-496.32	-1.34
203.49	5.04	auction	Pop-Tarts1.jpg	n/a	n/a	n/a
213.7	4.92	upf	Veggie Straws2.jpg	-187.5	61.68	-1.8
218.61	9.96	auction	Veggie Straws2.jpg	n/a	n/a	n/a
234.73	4.91	non-upf	Apples and Pecans1.jpg	-187.5	190.68	0.48
239.64	7.59	auction	Apples and Pecans1.jpg	n/a	n/a	n/a
255.82	4.91	non-upf	Popcorn1.jpg	-187.5	132.68	0.37
260.73	7.12	auction	Popcorn1.jpg	n/a	n/a	n/a
272.91	4.91	upf	Cheerios and Milk1.jpg	62.5	206.68	2.12
277.83	3.94	auction	Cheerios and Milk1.jpg	n/a	n/a	n/a
290.08	4.91	upf	Chex Mix2.jpg	-187.5	61.68	-1.31
294.99	7.32	auction	Chex Mix2.jpg	n/a	n/a	n/a
308.62	4.92	non-upf	Harboiled Eggs1.jpg	312.5	238.68	0.35
313.54	8.88	auction	Harboiled Eggs1.jpg	n/a	n/a	n/a
331.35	4.91	non-upf	Trail Mix with Peanuts1.jpg	-187.5	74.68	-0.78
336.26	3.99	auction	Trail Mix with Peanuts1.jpg	n/a	n/a	n/a
344.11	4.92	upf	Fruit Chews1.jpg	-187.5	-455.32	-0.42
349.02	5.29	auction	Fruit Chews1.jpg	n/a	n/a	n/a
361.48	4.91	upf	Grilled Cheese1.jpg	-187.5	-272.32	-1.09
366.39	7.27	auction	Grilled Cheese1.jpg	n/a	n/a	n/a
379.41	4.91	non-upf	Oatmeal and Honey1.jpg	62.5	190.68	2.1
384.32	5.43	auction	Oatmeal and Honey1.jpg	n/a	n/a	n/a
398.24	4.92	non-upf	Baked Potato and Chicken1.jpg	312.5	483.68	0.49
403.16	7.3	auction	Baked Potato and Chicken1.jpg	n/a	n/a	n/a
413.28	4.91	upf	Chocolate Chip Cookies1.jpg	62.5	-493.32	1.52
418.19	6.01	auction	Chocolate Chip Cookies1.jpg	n/a	n/a	n/a
434.09	4.91	upf	Animal Crackers1.jpg	62.5	-456.32	-0.66
439.01	4.81	auction	Animal Crackers1.jpg	n/a	n/a	n/a
447.15	4.92	non-upf	Mini Cheese Wheels1.jpg	-187.5	98.68	1.64
452.07	10.85	auction	Mini Cheese Wheels1.jpg	n/a	n/a	n/a
473.15	4.92	non-upf	Cheddar Cheese1.jpg	62.5	120.68	-0.29
478.07	3.94	auction	Cheddar Cheese1.jpg	n/a	n/a	n/a
486.68	4.91	upf	Chicken Nuggets1.jpg	62.5	-152.32	-0.46
491.59	6.27	auction	Chicken Nuggets1.jpg	n/a	n/a	n/a
