onset	duration	trial_type	food_name	frequency	healthy	wtp
7.39	4.88	non-upf	Pepper Jack Cheese1.jpg	142.86	135.14	-0.08
12.27	4.4	auction	Pepper Jack Cheese1.jpg	n/a	n/a	n/a
22.47	4.9	upf	Peanut Butter and Jelly Sandwich1.jpg	-107.14	-27.86	0.64
27.37	6.67	auction	Peanut Butter and Jelly Sandwich1.jpg	n/a	n/a	n/a
39.52	4.92	upf	Deli Turkey and Mashed Potatoes1.jpg	-107.14	164.14	-0.39
44.43	9.17	auction	Deli Turkey and Mashed Potatoes1.jpg	n/a	n/a	n/a
60.6	4.91	non-upf	Apples and Pecans1.jpg	392.86	387.14	0.69
65.52	4.85	auction	Apples and Pecans1.jpg	n/a	n/a	n/a
77.06	4.92	non-upf	Harboiled Eggs1.jpg	142.86	323.14	0.7
81.98	8.68	auction	Harboiled Eggs1.jpg	n/a	n/a	n/a
98.62	4.92	upf	Chicken Nuggets1.jpg	-107.14	-171.86	0.6
103.54	5.03	auction	Chicken Nuggets1.jpg	n/a	n/a	n/a
113.42	4.91	upf	Veggie Straws2.jpg	-107.14	5.14	-0.86
118.33	10.44	auction	Veggie Straws2.jpg	n/a	n/a	n/a
133.67	4.91	non-upf	Baked Sweet Potato1.jpg	142.86	321.14	0.65
138.59	8.83	auction	Baked Sweet Potato1.jpg	n/a	n/a	n/a
153.87	4.91	non-upf	Trail Mix with Peanuts1.jpg	392.86	228.14	0.5
158.78	8.71	auction	Trail Mix with Peanuts1.jpg	n/a	n/a	n/a
172.86	4.91	upf	Animal Crackers1.jpg	-107.14	-351.86	-1.18
177.77	7.9	auction	Animal Crackers1.jpg	n/a	n/a	n/a
195.55	4.92	upf	Hot Pocket1.jpg	-107.14	-0.86	0.02
200.46	3.45	auction	Hot Pocket1.jpg	n/a	n/a	n/a
209.9	4.92	non-upf	Buttered Pasta1.jpg	142.86	-61.86	0.88
214.81	3.07	auction	Buttered Pasta1.jpg	n/a	n/a	n/a
227.61	4.92	non-upf	Mozzarella Cheese Sticks1.jpg	-107.14	-17.86	0.18
232.54	4.9	auction	Mozzarella Cheese Sticks1.jpg	n/a	n/a	n/a
244.45	4.92	upf	Grilled Cheese1.jpg	-107.14	-161.86	0.89
249.36	5.31	auction	Grilled Cheese1.jpg	n/a	n/a	n/a
261.35	4.92	upf	Hot Dog1.jpg	-107.14	-182.86	-0.42
266.26	8.31	auction	Hot Dog1.jpg	n/a	n/a	n/a
280.03	4.92	non-upf	Mini Cheese Wheels1.jpg	-107.14	127.14	-0.36
284.95	4.78	auction	Mini Cheese Wheels1.jpg	n/a	n/a	n/a
296.7	4.91	non-upf	Baked Potato and Chicken1.jpg	392.86	450.14	2.51
301.61	8.72	auction	Baked Potato and Chicken1.jpg	n/a	n/a	n/a
314.11	4.92	upf	Pop-Tarts1.jpg	-107.14	-386.86	-0.45
319.03	3.24	auction	Pop-Tarts1.jpg	n/a	n/a	n/a
332.54	4.91	upf	Chocolate Chip Cookies1.jpg	-107.14	-385.86	0.02
337.45	4.07	auction	Chocolate Chip Cookies1.jpg	n/a	n/a	n/a
347.88	4.92	non-upf	Oatmeal and Honey1.jpg	-107.14	214.14	-0.52
352.8	2.67	auction	Oatmeal and Honey1.jpg	n/a	n/a	n/a
363.73	4.92	non-upf	Cheddar Cheese1.jpg	142.86	130.14	-0.42
368.65	7.32	auction	Cheddar Cheese1.jpg	n/a	n/a	n/a
380.23	4.91	upf	Cheerios and Milk1.jpg	-107.14	-167.86	-1.64
385.15	4.72	auction	Cheerios and Milk1.jpg	n/a	n/a	n/a
400.41	4.91	upf	Chex Mix2.jpg	-107.14	-304.86	-0.48
405.31	4.13	auction	Chex Mix2.jpg	n/a	n/a	n/a
415.76	4.91	non-upf	Fried Egg, Hashbrowns, and Avocado1.jpg	142.86	167.14	2.52
420.68	4.69	auction	Fried Egg, Hashbrowns, and Avocado1.jpg	n/a	n/a	n/a
435.25	4.91	non-upf	Popcorn1.jpg	-107.14	60.14	-1.17
440.16	5.14	auction	Popcorn1.jpg	n/a	n/a	n/a
452.73	4.92	upf	Fruit Chews1.jpg	-107.14	-439.86	-1.22
457.65	4.61	auction	Fruit Chews1.jpg	n/a	n/a	n/a
472.94	4.91	upf	Frosted Mini Wheats1.jpg	-107.14	-233.86	-1.67
477.85	4.18	auction	Frosted Mini Wheats1.jpg	n/a	n/a	n/a
489.41	4.9	non-upf	Bananas and Craisins1.jpg	-107.14	183.14	0.02
494.31	3.5	auction	Bananas and Craisins1.jpg	n/a	n/a	n/a
