onset	duration	trial_type	food_name	frequency	healthy	wtp
5.06	4.88	non-upf	Pepper Jack Cheese1.jpg	26.79	-19.86	-1.88
9.94	6.59	auction	Pepper Jack Cheese1.jpg	n/a	n/a	n/a
23.87	4.9	upf	Peanut Butter and Jelly Sandwich1.jpg	26.79	-137.86	1.81
28.77	3.34	auction	Peanut Butter and Jelly Sandwich1.jpg	n/a	n/a	n/a
36.77	4.91	upf	Animal Crackers1.jpg	-223.21	-144.86	-0.08
41.69	8.95	auction	Animal Crackers1.jpg	n/a	n/a	n/a
56.42	4.91	non-upf	Oatmeal and Honey1.jpg	26.79	498.14	1.13
61.34	4.32	auction	Oatmeal and Honey1.jpg	n/a	n/a	n/a
70.86	4.9	non-upf	Bananas and Craisins1.jpg	26.79	441.14	-1.52
75.76	10.09	auction	Bananas and Craisins1.jpg	n/a	n/a	n/a
90.86	4.92	upf	Deli Turkey and Mashed Potatoes1.jpg	26.79	23.14	2.42
95.77	6.36	auction	Deli Turkey and Mashed Potatoes1.jpg	n/a	n/a	n/a
109.41	4.91	upf	Veggie Straws2.jpg	-223.21	-153.86	-1.05
114.32	7.62	auction	Veggie Straws2.jpg	n/a	n/a	n/a
127.7	4.92	non-upf	Cheddar Cheese1.jpg	276.79	63.14	-1.97
132.62	4.06	auction	Cheddar Cheese1.jpg	n/a	n/a	n/a
146.79	4.92	non-upf	Harboiled Eggs1.jpg	26.79	509.14	-2.58
151.7	4.71	auction	Harboiled Eggs1.jpg	n/a	n/a	n/a
161.36	4.91	upf	Frosted Mini Wheats1.jpg	-223.21	101.14	-1.3
166.27	7.54	auction	Frosted Mini Wheats1.jpg	n/a	n/a	n/a
184.38	4.91	upf	Hot Pocket1.jpg	-223.21	-490.86	-0.71
189.29	4.5	auction	Hot Pocket1.jpg	n/a	n/a	n/a
200.78	4.91	non-upf	Apples and Pecans1.jpg	26.79	509.14	-0.44
205.69	4.95	auction	Apples and Pecans1.jpg	n/a	n/a	n/a
220.9	4.92	non-upf	Baked Sweet Potato1.jpg	26.79	-84.86	-1.07
225.82	5.59	auction	Baked Sweet Potato1.jpg	n/a	n/a	n/a
238.82	4.91	upf	Fruit Chews1.jpg	-223.21	-490.86	-1.58
243.73	6.38	auction	Fruit Chews1.jpg	n/a	n/a	n/a
257.62	4.92	upf	Pop-Tarts1.jpg	26.79	-457.86	-0.08
262.54	6.32	auction	Pop-Tarts1.jpg	n/a	n/a	n/a
274.72	4.91	non-upf	Fried Egg, Hashbrowns, and Avocado1.jpg	276.79	349.14	2.42
279.64	3.57	auction	Fried Egg, Hashbrowns, and Avocado1.jpg	n/a	n/a	n/a
292.47	4.92	non-upf	Mozzarella Cheese Sticks1.jpg	-223.21	41.14	-1.52
297.39	5.66	auction	Mozzarella Cheese Sticks1.jpg	n/a	n/a	n/a
307.83	4.91	upf	Cheerios and Milk1.jpg	26.79	114.14	-1.06
312.74	9.11	auction	Cheerios and Milk1.jpg	n/a	n/a	n/a
333.24	4.91	upf	Chicken Nuggets1.jpg	-223.21	-279.86	2.42
338.15	4.2	auction	Chicken Nuggets1.jpg	n/a	n/a	n/a
346.49	4.91	non-upf	Popcorn1.jpg	276.79	143.14	2.03
351.4	4.79	auction	Popcorn1.jpg	n/a	n/a	n/a
361.56	4.91	non-upf	Baked Potato and Chicken1.jpg	276.79	194.14	2.42
366.47	9.42	auction	Baked Potato and Chicken1.jpg	n/a	n/a	n/a
380.16	4.91	upf	Grilled Cheese1.jpg	26.79	-131.86	1.61
385.07	4.01	auction	Grilled Cheese1.jpg	n/a	n/a	n/a
396.21	4.91	upf	Chocolate Chip Cookies1.jpg	276.79	-490.86	1.71
401.12	7.85	auction	Chocolate Chip Cookies1.jpg	n/a	n/a	n/a
416.03	4.92	non-upf	Mini Cheese Wheels1.jpg	-223.21	56.14	-2.58
420.95	6.36	auction	Mini Cheese Wheels1.jpg	n/a	n/a	n/a
438.79	4.91	non-upf	Buttered Pasta1.jpg	276.79	-196.86	1.62
443.7	3.08	auction	Buttered Pasta1.jpg	n/a	n/a	n/a
455.97	4.92	upf	Hot Dog1.jpg	-223.21	-447.86	0.51
460.89	4.8	auction	Hot Dog1.jpg	n/a	n/a	n/a
474.03	4.91	upf	Chex Mix2.jpg	26.79	3.14	0.29
478.94	7.05	auction	Chex Mix2.jpg	n/a	n/a	n/a
490.91	4.91	non-upf	Trail Mix with Peanuts1.jpg	26.79	482.14	-1.06
495.82	5.02	auction	Trail Mix with Peanuts1.jpg	n/a	n/a	n/a
